"census_tract_code","year","arrests_B","arrests_W","arrests_total","state","county","ct_pop","ct_white","ct_black","pct_white","pct_black","pct_Barrest","pct_Warrest","prop_Barr","prop_Warr","prop_arr","SIR_Barr","SIR_Warr","SIR_arr","RE_tot","RE_B","RE_W"
10300,2013,470,140,612,37,129,5419,2204,3050,0.406717106,0.562834471,76.8011762783859,22.872079725535,15.4093308416118,6.35179892019418,11.2933882009928,1.3607683225556,2.90152388292097,3.30364712679388,0.565722584724426,0.572708904743195,0.4999118745327
10300,2014,346,115,461,37,129,4882,2175,2620,0.445514134,0.536665301,75.0596399913251,24.9403600086749,13.2056028395863,5.28711323617305,9.44265787263677,1.16611221213651,2.41510647503025,2.76209585119274,-0.0867632329463959,-1.88185715675354,-0.0468874499201775
10300,2015,325,150,477,37,129,5161,2398,2669,0.464638636,0.51714784,68.1408509746384,31.4399496960805,12.1763890449964,6.25495183687086,9.24221580670787,1.07523405365791,2.85775246435123,2.70354860694292,-1.61113941669464,-2.0225887298584,-1.46270084381104
10300,2016,397,131,536,37,129,5703,2812,2786,0.493073821,0.488514817,74.0720014922589,24.4357396008207,14.2493090700262,4.65844031151097,9.39839736283775,1.25829842212348,2.12892489041474,2.74937813449475,-0.0621416009962559,-0.117469176650047,0.0626852214336395
10300,2017,321,129,454,37,129,5635,2589,2962,0.459449867,0.525643301,70.7112970711297,28.4078396828892,10.836906248945,4.98242632575026,8.05664495749853,0.956979015474621,2.27667601596085,2.35685194026533,1.49338066577911,2.01157689094543,1.1204868555069
10300,2018,378,128,513,37,129,5902,2715,3137,0.460013555,0.531514741,73.689339310076,24.9464042097057,12.0493449364062,4.71437516113587,8.69182155503973,1.06406201627029,2.15436497965335,2.54272110357575,-0.34397828578949,0.00871125608682632,-0.465578556060791
10400,2010,93,140,233,37,129,2786,2372,225,0.851399856,0.080760948,39.9399399399399,60.0600600600601,41.3149711239449,5.90194342565659,8.3629446179247,3.63672732575503,2.69641546527079,2.44520167444391,2.41235065460205,1.3898309469223,2.5861554145813
10400,2011,76,104,184,37,129,2726,2342,235,0.859134263,0.086206897,41.3362303096143,56.4910374796306,32.3266695023394,4.44045941676274,6.74956898132864,2.84595686293765,2.02865965587688,1.97343040715558,1.07652175426483,1.07088303565979,0.997398018836975
10400,2012,58,78,137,37,129,2819,2565,190,0.909897127,0.067399787,42.3778264040846,56.8927789934355,30.5102577590742,3.04081712213949,4.85970699868752,2.68393486212311,1.38945227501022,1.42092351741351,-1.16428458690643,-1.59587097167969,-1.03882837295532
10400,2013,49,96,148,37,129,3033,2802,176,0.923837784,0.058028355,33.1532748143147,64.8210668467252,27.8250993753549,3.42600192712608,4.87949622498434,2.44692782264132,1.56568699235342,1.42681050696176,1.38497543334961,1.27322280406952,1.39456164836884
10400,2014,43,77,123,37,129,3061,2789,208,0.91114015,0.06795165,35.0121852152721,62.5507717303006,20.6631427198462,2.76074719443548,4.01816340531182,1.81834651906921,1.26165539987278,1.17495871106921,0.691611170768738,1.65599679946899,0.626423180103302
10400,2015,56,141,197,37,129,2934,2647,222,0.902181322,0.075664622,28.4627092846271,71.5372907153729,25.213867627195,5.32658380869631,6.71415425513786,2.2193327023224,2.4340278261732,1.96322006071491,-0.641129076480865,-1.8858414888382,-0.260953992605209
10400,2016,45,98,144,37,129,2857,2593,198,0.90759538,0.069303465,31.2977099236641,68.0083275503123,22.7158001009591,3.7792603447611,5.04007560113402,1.99860104172429,1.72690447077975,1.47368089675653,0.517901182174683,0.763615250587463,0.388084262609482
10400,2017,42,32,74,37,129,3073,2672,214,0.869508623,0.069638789,56.8151147098516,43.1848852901485,19.6170014012144,1.19755997155795,2.40799192997299,1.72646802660992,0.547243871313758,0.704127981355306,0.751834452152252,0.0175861101597548,0.833169221878052
10400,2018,46,57,103,37,129,3031,2584,256,0.852523919,0.084460574,44.713870029098,55.286129970902,17.9617336977743,2.2057969892806,3.39810629804361,1.58173555436802,1.00791622373234,0.993637573938312,1.15251767635345,1.17413759231567,1.09072768688202
10501,2010,232,244,476,37,129,3431,2103,1079,0.612940834,0.314485573,48.7502625498845,51.2497374501155,21.4993976461866,11.6019209738006,13.8731019206668,1.89768046265926,5.29928201253026,4.05706344396197,-1.40094172954559,-1.53404748439789,-1.18059456348419
10501,2011,192,310,502,37,129,3970,2159,1518,0.543828715,0.382367758,38.2593108942442,61.7406891057558,12.6473881825967,14.357834282803,12.6445177703332,1.11657718326228,6.5584316325675,3.69818841494094,-2.39066505432129,-1.50857174396515,-2.17908239364624
10501,2012,178,351,535,37,129,4146,2350,1403,0.566811384,0.338398456,33.2834984115119,65.5952158475051,12.6861948542513,14.9355346580997,12.9036926268059,1.11995589910892,6.82346364494546,3.77410422624402,-2.6629478931427,-1.65263628959656,-2.44002795219421
10501,2013,162,378,546,37,129,4065,2409,1477,0.592619926,0.363345633,29.6832082036257,69.2180919245559,10.9674361925394,15.6905068282761,13.431403901503,0.968248427239582,7.16871484668647,3.92839720456334,1.11597430706024,2.2493634223938,-0.20041698217392
10501,2014,146,313,460,37,129,4380,2720,1426,0.621004566,0.325570776,31.7539665290154,68.0286894153445,10.237711240446,11.5069298922834,10.502043332344,0.903808305546245,5.25842788422264,3.07177565699586,-0.710278749465942,-0.127346247434616,-0.506631851196289
10501,2015,108,226,334,37,129,4622,2999,1398,0.64885331,0.302466465,32.3555821610296,67.6444178389704,7.72476932980474,7.53559401153679,7.22615261461241,0.68195261199046,3.44413641471325,2.11367146166083,-0.638568818569183,-0.0919649228453636,-0.447437435388565
10501,2016,124,253,385,37,129,4440,3013,1187,0.678603604,0.267342342,32.2253960010387,65.6972215009089,10.4456237890658,8.39666788357506,8.67097587892165,0.922061386220845,3.83771602835936,2.53622308785848,-0.954723417758942,-0.979964971542358,-0.712632238864899
10501,2017,124,181,307,37,129,4274,2844,1226,0.665418811,0.286850725,40.4102898078802,58.938456528818,10.1133675882881,6.36405189690939,7.18279871785873,0.892751024068149,2.90844787284545,2.10088576446497,-0.234177455306053,-0.0160894077271223,-0.0746511891484261
10501,2018,102,254,362,37,129,4396,3200,1169,0.727934486,0.265923567,28.196630764982,70.1463684065175,8.72465999486785,7.93725196087622,8.23457155205751,0.770139780804007,3.62805350820979,2.40856136428503,1.24803078174591,0.516240060329437,1.6413162946701
10502,2010,191,236,428,37,129,7375,5021,1912,0.680813559,0.259254237,44.6391030133146,55.1273067040411,9.9890173108101,4.70016530242377,5.80331114154384,0.881976105571956,2.14949661359121,1.69787341363414,0.659724712371826,1.03974461555481,0.461250990629196
10502,2011,181,308,493,37,129,7441,5563,1375,0.747614568,0.184786991,36.7268302575542,62.4619752585682,13.1626790778852,5.53648145817979,6.62536452943785,1.16200742380234,2.5321835365686,1.93838797270738,0.200287565588951,0.68175208568573,0.0665891319513321
10502,2012,202,309,515,37,129,7991,5973,1178,0.747465899,0.147415843,39.2350999805863,59.9883517763541,17.1462524403701,5.17319314928597,6.44466969503573,1.5135350430248,2.36615940066325,1.88557122942421,0.825331747531891,1.55860602855682,0.720712602138519
10502,2013,159,224,387,37,129,8272,6302,1181,0.761847195,0.142770793,41.1004908292431,57.8661844484629,13.4620269240538,3.55437076530046,4.67837671208037,1.18832286868455,1.62579212275409,1.36880847481936,1.90142524242401,1.63675713539124,1.9689576625824
10502,2014,125,225,355,37,129,8408,6408,1207,0.762131304,0.143553758,35.229512813292,63.3624331174317,10.3553972330379,3.51118116134268,4.222119147013,0.914106849198058,1.60605578006233,1.23532258293683,-0.680458426475525,-0.700667560100555,-0.595312058925629
10502,2015,155,234,393,37,129,8205,5857,1554,0.713833029,0.189396709,39.4556092597303,59.5268379547189,9.97361817128885,3.99515118403305,4.78970396460738,0.88053338464692,1.82730936757392,1.40137690779248,2.83645415306091,3.49850392341614,2.54392790794373
10502,2016,140,257,400,37,129,8472,6161,1422,0.727219075,0.167847025,35.0162459385154,64.2339415146213,9.84459601997047,4.17133304117771,4.72137958711536,0.869101862698975,1.90796364920411,1.38140147906688,0.238942444324493,0.710590958595276,0.363379955291748
10502,2017,190,250,443,37,129,8753,6188,1832,0.706957615,0.209299669,42.9022793951704,56.4206725344166,10.370612957808,4.04001228163734,5.06106408015446,0.91565256110891,1.84790351739216,1.48080368056709,2.04876327514648,1.51460492610931,2.04675006866455
10502,2018,183,253,441,37,129,8648,6455,1806,0.746415356,0.208834413,41.509861709363,57.356608478803,10.1323293283871,3.91938157425911,5.09938599229889,0.894608280107784,1.79278058952559,1.49201034157257,2.71437549591064,2.1715259552002,2.80311465263367
10600,2010,175,202,377,37,129,4061,3733,94,0.919231716,0.023147008,46.4333068151684,53.5666931848316,185.972369819341,5.41105247649407,9.28319913323976,16.2914658706571,2.47384169649734,2.71513453331591,-0.521356284618378,-0.247236222028732,-1.09421610832214
